"اَڏِيندي اوڏنِ، لَڏَڻَ جي ڪانَ ڪِي،
لاکو مَٿان تَنِ، اوچِتو ئِي آئِيو.",Shah Bhitai
"اَڏي اَڏي اوڏَ، ڇَڏي وِئا ڀيڻِيُون،
ٽڪاڻا ۽ ٽولَ، پِئا آھِنِ پَٽَ ۾.",Shah Bhitai
"ڪَڏِہۡ مَڙہُ مُقامَ ۾، ڪَڏِہۡ ڳاڙھو گهوٽُ،
سَندو وارِيَ ڪوٽُ، اَڏِيو اَڏبو ڪيترو؟",Shah Bhitai
"وِسَهُ اِنَهِين ويڻَ کي، جِنءَ دَعۡوَتَ ڪَيَئِي داتا،
مَضۡمَضَهۡ واتا، وِجهہُ تہَ ڏَييئِي واتَ ۾.",Shah Bhitai
"ڪَڍِي گهَلِ گهَرا، صُلُحَ ڪَرِ سُلۡطانَ سين،
تہ تُون تِه دَرا، ڏِيهاڙِي ڏاڻُ لَهين.",Shah Bhitai
"ڀيريُون ڀيري ڀَڃُ، ھي جي مَنجها پورِيُون،
ٻي دَرِ ڪَهِين مَ وَڃُ، رِيَ ھاشِمِيَ ھيڪَڙي.",Shah Bhitai
"سَرَڻيَنِ جي سُکَ لَءِ، سامَ کَئِي سَردارَ،
جي آيُون اَبڙي جي آڌارَ، سي سُونگُ نہ ڏِيندِيون سُومِرِيُون.",Shah Bhitai
"اَبِڙو وَڏَ وَڙو، سُوَڙو سَمو، سُونهَ سَڀِنِ،
تِهَ دَرِ سڀِ اَچَنِ، ڪَنڌُ نہَ ڪَڍي ڪَڇَ ڌَڻِي.",Shah Bhitai
"پِڙَ ۾ اُڀو پاڻِ، ساٿِيَڙَن سَڏَ ڪَري،
ڀَلي جي لاڏاڻِ، سَڀِ لَنگهِيندا لَڪِيُون.",Shah Bhitai
"جکِرا! جِيين شالَ، تُهِجو ڪَنين مَدو مَ سُڻان،
جِنءَ تو اَچِي ڪالَ، نالائِقَ نَوازِئا.",Shah Bhitai
"ڏِٺي جادَمَ جَکِري، چِتِ نہَ ٻِئا چَڙھَنِ،
تہ ڪي کُوہَ کَڄَنِ، جُہ سَرُ لَڀي سَڀَرو.",Shah Bhitai
"ھَٿا جادَمَ جَکِري، وَٽِيَ پوءِ مَ وِچَ،
“اَچو! آيَئو نِچُ!” سَمي وائِي واتَ ۾.",Shah Bhitai
"راھُوءَ جا رَھِئامِ، سَنِيها سَرِيرَ ۾،
ٻِئا دَرَ وِسَرِيامِ، ڏِٺٖي جادَمَ جَکِري.",Shah Bhitai
"ڪَري آسَ اَپارَ، پارِيَ جَهلِئو نَہ رَھي،
ڀيلٖي ۽ گِرِنارَ، اُٺو گَنگَا جَرُ جَکِرو.",Shah Bhitai
"ڏَمِرئو تَہ ڏي، پَرِچِئو تان پاٽ ڀَري،
جُنگَ جَکِري کي، ٻَئِي چِڱِيُون چِتَ ۾.",Shah Bhitai
"مارِ مَ مُطِيعَلَ کي، مَجُوسِيَ کي مارِ،
وڏي جَنۡگِ مَ وِسارِ، نَنۡڍِئا نَفعو ناہِ ڪو.",Shah Bhitai
"نَنڍِئا نَفعو ناہِ ڪو، وَڏِي مَ وِساري،
مَجُوسِي ماري، اَڪۡبَرَ ڏي اَچيجَ تُون.",Shah Bhitai
"جَهڙَ تُهِجي جَهپِئا، ھَزارين حاتِمَ،
ڪوجهَنِ سَندا ڪَمَ، ڪامِلَ ريَ ڪيرُ ڪَري؟",Shah Bhitai
"ايندي لَٿِي اُڃَ، پيرَ ڀَرِيندي ٺَرِئا،
مَنجهِہ وِيَرِي سُڃَ، ڪَرَ لَڌِي رِڻَ اُڪارِيين.",Shah Bhitai
"اَکِن سو ئِي اوڙکِئو، جو ڪَنين سومِ ڪَرَنُ،
ماءُ! مُهجو مَنُ، ڄامَ پَسَنديئِي پَتِئو.",Shah Bhitai
"جي اُڌمِئو اَڄُ، تہ وَسَندو سُونَ سُنگَ،
جالَ ڍَئِيندو جُنگَ، جَڳُ ڍَئِيندو جَکِرو.",Shah Bhitai
"وڳَنَدُ وَرِي آئِيو، وَسَنِ ڪِينَ وِڌوسِ،
گَندِي، مانِي، ماڳُ موچارو، پاسي پيرُ ٿِئوسِ.",Shah Bhitai
"اَسُورَ سَندي آسَري، ويٺو آہِ وِڳَندُ،
ھَڏِ نَہ ڇَڏِيندو ھَنڌُ، آيَسِ بوءِ بَهارَ جِي.",Shah Bhitai
"اَسُورَ سَندر آسَرو، وِڳَندَ کي وَڏو،
جُسي ۾ جَڏو، پَرَ کِيَڻَ تي کُڙا کَڻي.",Shah Bhitai
"وِڳَندُ وَرِي آئِيو، بَدُوسين بَدۡبُوءِ،
خاوَند! ڏِي خُشُبوءِ، تہ سُرَھو ٿِئان سُپِرِين.",Shah Bhitai
"وڳَنۡدُ وَرِي آئِيو، آئِيو، ڪِنو ٿِي ڪوجهو،
ڇَڏي نہ موزو، لَڳُسِ آرُ عطارَ سين.",Shah Bhitai
"داتا سَندي دَرَ تي، وِڳَندُ ويٺو پَسُ!
تِهۡ روڳِيَ کي رَسُ، جو آلودو آزارَ سين.",Shah Bhitai
"دائمُ آھي دَرَ تي، وِڳَندُ ويچارو،
عَطُر سين آرو، لَڳَسِ تي لِڏِ کَڻي.",Shah Bhitai
"وِڳَنۡدُ وَرِي آئِيو، بَدُو بي نِمازُ،
جِنَءَ تِتِرَ مَٿي بازُ، تِنءَ وِڳَندُ سُرھاڻِ تي.",Shah Bhitai
"وِڳَنۡدُ وَرِي آئِيو، ڪوٽِڙِيا ڪُلاٺُ.
سندو ڪِرِڙَ ڪاٺُ، ھَڻُ تَرڳِيَ کي نِڪَڻي.",Shah Bhitai
"ٻانڊو ٻيلِي نَہ ٿِئو، وَرُو اَڄُ وِئو،
سُونهاري سِيّدَ ڏَہُ، پيِٽرُ پَنڌَ پِئو.",Shah Bhitai
Couplets,Poet
"اکڙيون جو پُل لاءِ پُوريون سي ڪيئي پيارا ويجھو ها
وڇڙي ويا جي ورهين کان سي جيءَ جيارا ويجھو ها",Shaikh Ayaz
"پو به اسان جي روح نه پاتو ڀٽڪي ڀٽڪي چين
تنهنجون اکڙيون مڌ جون پياليون ڪيئي سهارا ويجھو ها",Shaikh Ayaz
"ڪئين چوان ڇا لاءِ ڇڪن ٿيون لهريون ۽ لسن ليٽ
پوءِ به اونهي سان ٽڪيا سي گرچه ڪنارا ويجھو ها",Shaikh Ayaz
"ڪئين چوان او ڪئين چوان ڇا لاءِ ٽِليا سي ٽانڊن تي
جيءَ اسان جي ۾ هئي جھِر مِر چنڊ ستارا ويجھو ها",Shaikh Ayaz
"دُور ويا مجبور هُيا، ويا سُپرين پنهنجو ساٿ ڇڏي
پو به اياز اسان جي دل کي هو دل وارا ويجھو ها",Shaikh Ayaz
"ڪنهن جي ناهي هيءَ سراء،ِ
رات گُذاريئه، هاڻي هَل.",Shaikh Ayaz
"اُن تي مَڌ جو مينهن وساءِ،
ٽِڙندو ٽانگر جئن پَل پَل.",Shaikh Ayaz
"اُڏري ڪائي لات ڪيان،
ڪيسين روڪيندو اَڻ ــ جَل.",Shaikh Ayaz
"تاڙي مار نه، جي آيو،
تنهنجي ماڙيءَ تي طوطل.",Shaikh Ayaz
"تنهن جيوَن کي آگ لڳاءِ،
جنهن ۾ ناهه ڪرم جو ڦَل.",Shaikh Ayaz
"ڪيچ هجي ڪيڏو به پري،
آريءَ پُٺيان آءُ اَٽل.",Shaikh Ayaz
"ٿَر ۾ ٿانئيڪو نه ٿيو،
ڪوئي ڪوئي ڪارايَل.",Shaikh Ayaz
"آخر ڪارونڀار ڪري،
برسي ٿو بُٺ تي بادل.",Shaikh Ayaz
"هي واريءَ تي وڏ ڦُڙو،
هي ساوڻ جو سُر منڊل.",Shaikh Ayaz
"اي ڪوئل! هي ننڊ ـــ فنو،
تو جھڙو ڪو ڪُوڪ ڪُٺَل.",Shaikh Ayaz
"ٻگھڻ ٻولي تنهنجي لاءِ،
منهنجي ڪوتا آهه ڪَجل.",Shaikh Ayaz
"سنڌڙيءَ کي سيباءِ، اياز،
پنهنجو گيڙو ويس غزل.",Shaikh Ayaz
"ڪو ئي اُنتيءَ جو اِمڪان!
سڏ، پڙاڏو ٻئي حيران.",Shaikh Ayaz
"تڙپي ٿي تهذيب اڃا،
ڪيڏو وحشي آ انسان!",Shaikh Ayaz
"ساڳيا پاپيءَ جا پنجوڙ،
ساڳيو زر جو آ زندان.",Shaikh Ayaz
"ساڳيو ڏاڍي جو ڏهڪاءُ،
هيڻو اڳ جھڙو حيران.",Shaikh Ayaz
"ساڳيءَ سوريءَ تي منصور،
ساڳيو سَرمد تي بهتان.",Shaikh Ayaz
"ساڳي ڳانڌيءَ لئه گولي،
ساڳيو لال لهوءَ سان گيان.",Shaikh Ayaz
"ساڳي چارڻ جي چکيا،
ساڳيو شاعر جو شَمشان.",Shaikh Ayaz
"اڄ ڀي _ڏات مُصور جي،
رت ۾ ٻوڙي کائي نان.",Shaikh Ayaz
"جاري ساڳي جنگ جَدل،
عاري ساڳيو اَمن اَمان.",Shaikh Ayaz
"اڄ ڀي ويڙهه نٿي سوچي،
ڪنهن جو ويڙهو ٿيو ويران.",Shaikh Ayaz
"ڪنهن ماتا جي مَمتا مُئي،
ڪنهن ننگر جو نِڪتو پان.",Shaikh Ayaz
"ناگا ساڪي ڪافي ناهه،
سڀڪجھ ناس ڪندو نادان!",Shaikh Ayaz
"ميخاني ۾ پيو نه پتو،
ٻاهر رات هُيو طوفان.",Shaikh Ayaz
"هاريو مَي جو جام اياز،
ساڳيو نه رهيو هي انسان.",Shaikh Ayaz
"سوچي قاتل جو قاتل،
آيو قاتل تي ڪهڪاءُ.",Shaikh Ayaz
"پر جي ڪوئي نانگ هُجي،
تنهن کان ڪهڙو آهه بچاءُ!",Shaikh Ayaz
"سِر جي بدلي ڏين ٿو سون،
پو ڀي تو وٽ ناهه وِڪاءُ!",Shaikh Ayaz
"او وڻجارا وائيءَ جا،
مَن جو موتي ڪهڙي ڀاءُ!",Shaikh Ayaz
"گھايل مَن جا گھايل گيت،
جِن ۾ پيڙا جو پَڙلاءُ.",Shaikh Ayaz
"جِن ۾ ڌَرتيءَ ڌرتيءَ دُک،
جِن ۾ ماڻهوءَ ماڻهوءَ گھاءُ.",Shaikh Ayaz
"ڀنڀٽ بڻبا نيٺ اياز
جُڳ جُڳ جلندا منهنجا ڀاءُ!",Shaikh Ayaz
"ميلي ۾ تُون تنها تنها، ڪنهن کي ڳولين ٿو؟
اک ۾ ڳوڙها، هٿ ۾ گجرا، ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"سَر سوتيءَ جي مندر ڀرسان بيٺو واجھائين،
ڪنهن لئه ترسي تنهنجي وِينا، ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"تُنهنجون اکڙيون پو به اُڃايون، تَل تَرايون سَوَ،
هرڻيءَ جھڙا منهنجا هِردا، ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"سانجھيءَ ٽاڻي ڪارا ڪڻڇي آکيري آيا،
پرڙا کولي پيار ـــــ پکيئڙا، ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"ساري جيون مايا سپنو، تنهن ۾ سَوَ سپنا،
او سپنا، سپني جا سپنا! ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"پير پَٽيءَ تي ناهي تُنهنجو، ڪهڙو تنهنجو ماڳ؟
رستي مان نڪتا سَوَ رستا، ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"او رکوالا! کوٽين ڇو ٿو هيءَ جيون جي رکَ،
آڻي اگنيءَ جھڙي آشا، ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"اونهاري جو سِجُ ته ناهي، آهه ازل جي اکَ،
هاءِ، ڇڏي ڇَنَ جا ڇانورڙا، ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"دانهون ٿو درياهُه ڪري، ٻُڌ ڪُن ڪُن جا ڪڙڪا،
ٻيڙيءَ ٻيڙيءَ ۾ او ٻوڙا! ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"ڪاري رات، ڪَتيءَ ڏي ڪَرڪِي، ڪائي ڪُونج اُڏي،
پيارا تُون به تڪيندي تارا، ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"وَسندو رهندو آهي تو وٽ، سانَوَڻ ساري رات،
ڳوڙها ڳوڙها نيڻ نماڻا! ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"ڪوبه نه ايندو ، ڪوبه نه ايندو، ڪوبه نه تُنهنجي دُوار!
بند ڪري ڇڏ هي دروازا، ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"اَڻ ٿيڻيءَ کي چاهين، تنهنجي ٿِڻيءَ سان نه پَوي،
ڏِس ٿيڻيءَ جا ٿوڻيون ٿنڀا! ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"هي مَٿرا جا مندر، سانجھيءَ ويلي جمنا گھاٽَ،
مَنَ ۾ سِنڌوءَ جا سَوَ سپنا، ڪنهنن کي ڳولين ٿو؟",Shaikh Ayaz
"برندا بَن ۾ آيو آهين، ڪنهن جي لاءِ ڪَوي،
ڪنهن جي بنسي! ڪهڙي راڌا؟ ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"شايد تُون ئي پاڳل پُري پاڳل خاني ۾ ــــــ
پاڳل گڏجي توتي کِلندا! ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"هارُ هندوري ۾ ڪيرايو، جيڪو مُنڌَ مُئيءَ،
موتي موتي ٿي ويو پيارا! ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"خاڪ اُڏاڻي، ڪاڪ ڪري پئي، پوئين پهر اياز!
ڪهڙي مُومل منهنجا راڻا! ڪنهن کي ڳولين ٿو؟",Shaikh Ayaz
"اچڻو آهين جي تون، آءُ،
ڪيسين سانڍيان مان سوداءَ!",Shaikh Ayaz
"ڪنهن ٿي ڄاتو، اي انسان،
تو کي ڪُهندو تنهنجو ڀاءُ!",Shaikh Ayaz
"جِيون پو به ڪري ٿو چونڊ،
توڙي ڏئي ٿو موت چتاءُ.",Shaikh Ayaz
"اندر سيخون، ڪوٽ ڪڙا،
ٻاهر ڪُونجون، هِير ــ هُڳاءُ،.",Shaikh Ayaz
"اونهاري جي اوجل باک،
آءُ، اڱڻ ۾ منهنجي آءُ!",Shaikh Ayaz
"او زندان جي ڪارِي ولهه!
تو ۾ آهيان آءُ اُلاءُ.",Shaikh Ayaz
"وڃ وڃ موٽي، وڃ وڃ، ويڄ!
گهايل ڄاڻي منهنجو گهاءُ.",Shaikh Ayaz
"مون کي ڪوئي ڪونه پَلي،
پيار نه ڄاڻي ٿو پڇتاءُ",Shaikh Ayaz
"اسان جي دل اوهان جو حُسن، جي ملندا ته ڇا ٿيندو
ڪٿي جنت ڪندا آباد پنهنجي ڪا، ته ڇا ٿيندو",Shaikh Ayaz
"جهانِ نو! اوهان جي زُلفِ برهم جا هي سودائي
جڏهن دار و رسن تي جھومندا ويندا، ته ڇا ٿيندو",Shaikh Ayaz
"خوشيءَ جا راڳ ڳائيندا به ڪيسين آشيان وارا!
قفس آه و فغان سان گُونجندا رهندا، ته ڇا ٿيندو",Shaikh Ayaz
"اسان جو عشق هاڻي مثلِ مؤجِ پُرسڪون آهي
اگر اُٿلي پيو هُو حُسن جو دريا، ته ڇا ٿيندو",Shaikh Ayaz
"جڏهن تون دُور آهين، ايتري بي چين آهي دل
قريب آئين اگر تون اي پرين پيارا، ته ڇا ٿيندو",Shaikh Ayaz
"اجايو زندگانيءَ ڀر سپون سُونجھيون سي ساحل تي
نه ملندو جيڪڏهن هو گوهِر يڪتا، ته ڇا ٿيندو",Shaikh Ayaz
"وطن تنهنجي تصور جو اياز آخر ڪٿي آهي
چئي ڏيندين اگر پُڇندا وطن وارا، ته ڇا ٿيندو",Shaikh Ayaz
"جي پنهنجو پنهنجو نور نچائي ويا، ۽ تنهنجي جوت جلائي ويا،
سي  لُڙڪ  مٽيءَ  ۾  لـــــوئــــي ويا، پر ڇا ڇا موتي پائي ويا!",Shaikh Ayaz
"سي  وڻ  وڻ  لوڏي  واءُ  ٿيا  ، سي پَن پَن ۾ پرلاءُ ٿيا،
جي بَن بَن بِينَ وڄائي ويا ، جي تن من واري ڳائي ويا.",Shaikh Ayaz
"مون  ڌرتي  تُنهنجا ڌِڱ ڏٺا ، مون تن جا لويل لڱ ڏٺا،
جن وڙهندي وڙهندي جان ڏني ، سي وارا وير وڄائي ويا.",Shaikh Ayaz
"اڄ ڪو به ڳچيءَ ۾ ڳٽ نه آ ، ڪو مُڙس انهن جو مٽ نه آ،
جي سارا ڪوٽ اَڏائي ويا ، سي  گھوٽ  اسان  کي  گھائي  ويا.",Shaikh Ayaz
"مون  اڻ  ٿيڻا  انسان  ڏٺا  ،  مون  سوريءَ  تي  سو  مان  ڏٺا،
اي ڌرتي! ڇا ڇا ڪونڌر ها ، جي پنهنجا ڪنڌ ڪَپائي ويا!",Shaikh Ayaz
"مون ويندي تن جا پير ڏٺا ، مون ڇا ڇا مُڙس مٿير  ڏٺا !
جي ڪيئي سِج اڀاري ويا ، جي ڪيئي سِج سمائي ويا.",Shaikh Ayaz
"مون ڪاتيءَ هيٺان ڪنڌ ڏِٺا ، مون ساڻا ساڻا سَنڌَ ڏٺا،
مون  ڇا  ڇا  مائيءَ  لال  ڏٺا ، جي  لوئيءَ  لڄ بچائي ويا!",Shaikh Ayaz
"سي جيءَ جيارا ماڻهو ها ، سي سڀ کان پيارا ماڻهو ها،
جن ساهه ڏئي ، ويساهه ڏنو ، جي دل ۾ درد دُکائي ويا.",Shaikh Ayaz
"هو  بادل  بادل  آيا  ها  ،  جن  جَل  ٿَل  ڀال  ڀَلايا  ها !
اي کيت کِڙو ، او شال ٽِڙو ! هُو پنهنجا مينهن وسائي ويا.",Shaikh Ayaz
"ويا پريت ڏئي هُو پاڻيارا ، اڄ ڪينجھر تن جا ڪاڻيارا،
ڇا  راڱا تن سان رُڃ ڪيا ، جي تنهنجي اڃ اجھائي ويا!",Shaikh Ayaz
"هُو  پيار  پتنگا    کامي  ويا  ،  ۽  ڪيڏو  دُور  اڏامي  ويا !
پر تنهنجي منهنجي ڏيئي ۾ ، هُو پنهنجي جوت سمائي ويا.",Shaikh Ayaz
"ڪلهه  رات  مسافر  آيا  ها  ، جن پنهنجا جيءَ جلايا ها،
ٿي ڇا ڇا ڄرڪا ڄاڻَ ڪري ، هُو ڪيڏا مَچ مچائي ويا!",Shaikh Ayaz
"ڇا ڇا نه وسيِهَر ـــــــــــــــ وَنگَ هُيا ! پر نانگا يار نسنگ هُيا،
ڪي تُنهنجو رُوپ نِکاري ويا ، جي تنهنجي سينڌ سَجائي ويا.",Shaikh Ayaz
"ڇا   نعرا  ها  ڇا  نينهن هُيا ! هئه مڙس هُيا يا شينهن هُيا!
جي ڏونگر ــ ڏيل ڏڪائي ويا ، گجگوڙ ڪري گرمائي ويا.",Shaikh Ayaz
"آ ڪنهن ڪنهن ماڻهوءَ منجهه مڻيا ، پر مون کي اهڙا مڙس وڻيا،
جي  سارو  جڳُ   جرڪائي  ويا  ،  پر  پنهنجو  پاڻ   ملهائي   ويا .",Shaikh Ayaz
"جِن پاسو ورتو ڪُوڙ ڪنان ، هي مُڙس نه ويندا مُور مَنان،
جن  واڪي  واڪي  وَس ڪيا ، جي سارو سچ ٻُڌائي ويا.",Shaikh Ayaz
"اڄ ڇوهَه انهن جا ڇوليءَ  ۾ ،  اڄ  ٻولَ  انهن  جا  ٻوليءَ  ۾
اي ڌرتي! تُنهنجيءَ جھوليءَ ۾ ، جي سُورهيه سِيس ڇُپائي ويا.",Shaikh Ayaz
"هي چوٽيءَ چوٽيءَ تي مشعل ، هي جھوليءَ جھوليءَ ۾ گُل ڦُل،
ويا سانول ڇا ڇا سَڳ ڇڏي!  ڇا  جَندڙيءَ  کي  جَرڪائي  ويا !",Shaikh Ayaz
"ڇا سمجهي تن کي جيءَ جَڏي ، آ تِن جي ڳاڙهي ڳالهه وڏي،
ها ڇا ڇا ارڏا  ڪَنڌ  اَڏي !  جي  تو  کي  مَيندي  لائي  ويا.",Shaikh Ayaz
"هي بِرهه به  ڪوئي  بَڙُ  آهي!  ڇا  جانٺي اُن جي جَڙَ آهي!
مون اُن ۾ ڪيڏا ڏار ڏٺا ، جي ڇانو ڪري ، مَن ڀائي ويا.",Shaikh Ayaz
"اي آري! تنهنجي آڍَ هُئي ، پر ڏونگر ڏاڍا ڏاڍ ڪيا!
هِي تُنهنجا پيارا پيرا ها ، جي پنهنجو پنڌ پُڄائي ويا.",Shaikh Ayaz
"ڪِئن تو کي ڪاري ٻاٽَ مڃان ، ٿي چڻنگ ڪري چمڪاٽ اڃا،
آ  ٽِم  ٽِم  ٽِم  ٽِم  لاٽ  اڃا  ،  جا  جوڳي   ڪالهه   جلائي   ويا .",Shaikh Ayaz
"هيءَ جان ته اچڻي وڃڻي آ ، پر مرندي مات نه مڃڻي آ،
مون اهڙا سو ساونت ڏٺا ، جي پنهنجو هَٺ هلائي ويا.",Shaikh Ayaz
"ڏسُ! باک ڀليري آئي آ ، ڏِسُ! سَنڌُ مٿان سَرهائي آ!
ڇو تن جي لاءِ اياز رُنين ، جي مارُو ماڳُ مَٽائي ويا",Shaikh Ayaz
"اي قوم! ٻُڌايا ٿي قِصا ڪـــــــلھ تونـــــــــکي مون تقـــــديرن جا،
اڄ باغيءَ باغيءَ جي سِــــر تـــي، ٿو ڏســــان تـــاج تعـــزيــــزن جـــا.",Shaikh Ayaz
"ڪو ڪيئن نه ڊوڙي مقتل ڏي، آ رَتَ ۾ خوشبو مينديءَ جي،
ڪو ڪيئن نه موٽي زندان ڏي، ٿا زُلف ڇِڪن زنجيرن  جا ! .",Shaikh Ayaz
"هُو ڪُوڙا ڪانئر ڪَـــــــڙڪَــــن ٿا، ۽ لاش هوا ۾ لَڙڪن ٿا،
پر ڳاڙها جھنڊا ڦَڙڪـــــــــــن ٿا ، ڇا رنگ ڏِٺم رهگيرن جــــا ! .",Shaikh Ayaz
"اڄ لال لَهوءَ جي سَرگم تي، ٿــــي مُنهنـــجي ڌرتي رقص ڪَـــري،
مُنـــــهن هيڊ ٿيا غَـــــــدارن جا، بي شـــــرم وڏيــــــرن پـــيـــرن جا.",Shaikh Ayaz
"هِي ماڻــــــهو وِھَه جـــــو ڍُڪّ ٿيا، جئن لُڪ لڳي تئن رُڪ ٿيا،
اڄ آزاديءَ جي نـــــــعري ســـــان، ســـــڀ درد ويا دلـــــگـــيـــرن جا.",Shaikh Ayaz
